gap_kj_mol,free_energy_kj_mol,probability,counts
-11000.0,,0.0,0
-10600.0,,0.0,0
-10200.0,,0.0,0
-9800.0,,0.0,0
-9400.0,,0.0,0
-9000.0,,0.0,0
-8600.0,,0.0,0
-8200.0,,0.0,0
-7800.0,,0.0,0
-7400.0,,0.0,0
-7000.0,,0.0,0
-6600.0,,0.0,0
-6200.0,,0.0,0
-5800.0,,0.0,0
-5400.0,,0.0,0
-5000.0,,0.0,0
-4600.0,,0.0,0
-4200.0,,0.0,0
-3800.0,,0.0,0
-3400.0,,0.0,0
-3000.0,,0.0,0
-2600.0,,0.0,0
-2200.0,,0.0,0
-1800.0,,0.0,0
-1400.0,,0.0,0
-1000.0,,0.0,0
-600.0,,0.0,0
-200.0,,0.0,0
200.0,,0.0,0
600.0,,0.0,0
1000.0,,0.0,0
1400.0,,0.0,0
1800.0,,0.0,0
2200.0,,0.0,0
2600.0,,0.0,0
3000.0,,0.0,0
3400.0,,0.0,0
3800.0,,0.0,0
4200.0,,0.0,0
4600.0,,0.0,0
5000.0,,0.0,0
5400.0,,0.0,0
5800.0,,0.0,0
6200.0,,0.0,0
6600.0,,0.0,0
7000.0,,0.0,0
7400.0,,0.0,0
7800.0,,0.0,0
8200.0,,0.0,0
8600.0,,0.0,0
9000.0,,0.0,0
9400.0,,0.0,0
9800.0,,0.0,0
10200.0,,0.0,0
10600.0,,0.0,0
11000.0,,0.0,0
11400.0,,0.0,0
11800.0,,0.0,0
12200.0,,0.0,0
12600.0,,0.0,0
13000.0,,0.0,0
13400.0,,0.0,0
13800.0,,0.0,0
14200.0,,0.0,0
14600.0,,0.0,0
15000.0,,0.0,0
15400.0,,0.0,0
15800.0,,0.0,0
16200.0,,0.0,0
16600.0,,0.0,0
17000.0,,0.0,0
17400.0,,0.0,0
17800.0,,0.0,0
18200.0,,0.0,0
18600.0,,0.0,0
19000.0,,0.0,0
19400.0,,0.0,0
19800.0,,0.0,0
20200.0,,0.0,0
20600.0,,0.0,0
21000.0,,0.0,0
21400.0,,0.0,0
21800.0,,0.0,0
22200.0,,0.0,0
22600.0,,0.0,0
23000.0,,0.0,0
23400.0,,0.0,0
23800.0,,0.0,0
24200.0,,0.0,0
24600.0,,0.0,0
25000.0,,0.0,0
25400.0,,0.0,0
25800.0,,0.0,0
26200.0,,0.0,0
26600.0,,0.0,0
27000.0,,0.0,0
27400.0,,0.0,0
27800.0,,0.0,0
28200.0,,0.0,0
28600.0,,0.0,0
29000.0,,0.0,0
29400.0,,0.0,0
29800.0,,0.0,0
30200.0,,0.0,0
30600.0,,0.0,0
31000.0,,0.0,0
31400.0,,0.0,0
31800.0,,0.0,0
32200.0,,0.0,0
32600.0,,0.0,0
33000.0,,0.0,0
33400.0,,0.0,0
33800.0,,0.0,0
34200.0,,0.0,0
34600.0,,0.0,0
35000.0,,0.0,0
35400.0,,0.0,0
35800.0,,0.0,0
36200.0,,0.0,0
36600.0,,0.0,0
37000.0,,0.0,0
37400.0,,0.0,0
37800.0,,0.0,0
38200.0,,0.0,0
38600.0,,0.0,0
39000.0,,0.0,0
39400.0,,0.0,0
39800.0,,0.0,0
40200.0,,0.0,0
40600.0,,0.0,0
41000.0,,0.0,0
41400.0,,0.0,0
41800.0,,0.0,0
42200.0,,0.0,0
42600.0,,0.0,0
43000.0,,0.0,0
43400.0,,0.0,0
43800.0,,0.0,0
44200.0,,0.0,0
44600.0,,0.0,0
45000.0,,0.0,0
45400.0,,0.0,0
45800.0,,0.0,0
46200.0,,0.0,0
46600.0,,0.0,0
47000.0,,0.0,0
47400.0,,0.0,0
47800.0,,0.0,0
48200.0,,0.0,0
48600.0,,0.0,0
49000.0,,0.0,0
49400.0,,0.0,0
49800.0,,0.0,0
